Schadstoff: Temperature (TEMP)
Hourly means
winter time
Unit: °C
Source:: NABEL/MeteoSchweiz, provisional data
Date/time;Lausanne-César-Roux;Jungfraujoch
03.11.2017 07:00;9.5;-7.0
03.11.2017 08:00;9.1;-6.9
03.11.2017 09:00;10.0;-6.4
03.11.2017 10:00;10.8;-5.8
03.11.2017 11:00;11.4;-4.8
03.11.2017 12:00;12.7;-4.3
03.11.2017 13:00;13.8;-3.7
03.11.2017 14:00;14.3;-3.1
03.11.2017 15:00;14.6;-2.6
03.11.2017 16:00;14.8;-2.2
03.11.2017 17:00;14.1;-2.7
03.11.2017 18:00;13.2;-3.0
03.11.2017 19:00;12.2;-3.0
03.11.2017 20:00;12.0;-3.3
03.11.2017 21:00;11.7;-3.2
03.11.2017 22:00;11.7;-3.2
03.11.2017 23:00;11.4;-3.5
04.11.2017 00:00;11.2;-3.0
04.11.2017 01:00;11.1;-2.6
04.11.2017 02:00;11.3;-2.4
04.11.2017 03:00;11.1;-2.8
04.11.2017 04:00;11.1;-3.2
04.11.2017 05:00;10.8;-3.4
04.11.2017 06:00;11.1;-3.4
04.11.2017 07:00;11.0;-3.9
04.11.2017 08:00;10.9;-3.6
04.11.2017 09:00;11.1;-3.6
04.11.2017 10:00;11.7;-3.5
04.11.2017 11:00;12.3;-3.7
04.11.2017 12:00;12.7;-3.8
04.11.2017 13:00;12.9;-3.8
04.11.2017 14:00;13.2;-3.9
04.11.2017 15:00;13.3;-3.8
04.11.2017 16:00;13.2;-4.0
04.11.2017 17:00;;
04.11.2017 18:00;;
04.11.2017 19:00;;
04.11.2017 20:00;;
04.11.2017 21:00;;
04.11.2017 22:00;;
04.11.2017 23:00;;
05.11.2017 00:00;;
